qty_sold,shipment_date,valid_order,wholesaler_name,short_wholesaler_name,week_end_date,month_year,quarter_year,year,is_business_day,unit_price,discount
12,2023-12-28,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-12-29,2023-12,2023-Q4,2023,1,7093.38,0.21
6,2023-12-28,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-12-29,2023-12,2023-Q4,2023,1,7093.38,0.21
2,2024-01-02,1,McKesson Specialty Care DC,MSH,2024-01-05,2024-01,2024-Q1,2024,1,7412.58,0.165
50,2024-01-02,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-01-05,2024-01,2024-Q1,2024,1,7412.58,0.165
30,2024-01-02,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-01-05,2024-01,2024-Q1,2024,1,7412.58,0.165
6,2024-01-02,0,,,2024-01-05,2024-01,2024-Q1,2024,1,7412.58,0.165
13,2024-01-04,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-01-05,2024-01,2024-Q1,2024,1,7412.58,0.165
3,2024-01-04,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-01-05,2024-01,2024-Q1,2024,1,7412.58,0.165
8,2024-01-08,1,McKesson Specialty Care DC,MSH,2024-01-12,2024-01,2024-Q1,2024,1,7412.58,0.165
4,2024-01-09,0,,,2024-01-12,2024-01,2024-Q1,2024,1,7412.58,0.165
-3,2024-01-10,0,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-01-12,2024-01,2024-Q1,2024,1,7412.58,0.165
2,2024-01-11,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-01-12,2024-01,2024-Q1,2024,1,7412.58,0.165
18,2024-01-11,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-01-12,2024-01,2024-Q1,2024,1,7412.58,0.165
11,2024-01-11,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-01-12,2024-01,2024-Q1,2024,1,7412.58,0.165
10,2024-01-17,1,McKesson Specialty Care DC,MSH,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
30,2024-01-17,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
50,2024-01-18,0,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
-50,2024-01-18,0,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
-30,2024-01-18,0,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
30,2024-01-18,0,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
-2,2024-01-18,0,McKesson Specialty Care DC,MSH,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
2,2024-01-18,0,McKesson Specialty Care DC,MSH,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
25,2024-01-18,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
7,2024-01-18,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
0,2024-01-18,0,,,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
8,2024-01-18,0,,,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
2,2024-01-18,0,,,2024-01-19,2024-01,2024-Q1,2024,1,7412.58,0.165
5,2024-01-22,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-01-26,2024-01,2024-Q1,2024,1,7412.58,0.165
2,2024-01-22,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-01-26,2024-01,2024-Q1,2024,1,7412.58,0.165
5,2024-01-25,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-01-26,2024-01,2024-Q1,2024,1,7412.58,0.165
23,2024-01-25,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-01-26,2024-01,2024-Q1,2024,1,7412.58,0.165
3,2024-01-29,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-02-02,2024-01,2024-Q1,2024,1,7412.58,0.165
8,2024-01-29,1,McKesson Specialty Care DC,MSH,2024-02-02,2024-01,2024-Q1,2024,1,7412.58,0.165
2,2024-01-29,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-02-02,2024-01,2024-Q1,2024,1,7412.58,0.165
17,2024-01-29,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-02-02,2024-01,2024-Q1,2024,1,7412.58,0.165
8,2024-02-01,0,,,2024-02-02,2024-02,2024-Q1,2024,1,7412.58,0.165
10,2024-02-01,0,,,2024-02-02,2024-02,2024-Q1,2024,1,7412.58,0.165
9,2024-02-01,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-02-02,2024-02,2024-Q1,2024,1,7412.58,0.165
5,2024-02-01,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-02-02,2024-02,2024-Q1,2024,1,7412.58,0.165
5,2024-02-05,1,McKesson Specialty Care DC,MSH,2024-02-09,2024-02,2024-Q1,2024,1,7412.58,0.165
6,2024-02-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-02-09,2024-02,2024-Q1,2024,1,7412.58,0.165
30,2024-02-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-02-09,2024-02,2024-Q1,2024,1,7412.58,0.165
4,2024-02-07,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-02-09,2024-02,2024-Q1,2024,1,7412.58,0.165
2,2024-02-07,0,,,2024-02-09,2024-02,2024-Q1,2024,1,7412.58,0.165
8,2024-02-08,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-02-09,2024-02,2024-Q1,2024,1,7412.58,0.165
14,2024-02-08,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-02-09,2024-02,2024-Q1,2024,1,7412.58,0.165
2,2024-02-12,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-02-16,2024-02,2024-Q1,2024,1,7412.58,0.165
2,2024-02-12,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-02-16,2024-02,2024-Q1,2024,1,7412.58,0.165
14,2024-02-14,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-02-16,2024-02,2024-Q1,2024,1,7412.58,0.165
13,2024-02-14,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-02-16,2024-02,2024-Q1,2024,1,7412.58,0.165
9,2024-02-15,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-02-16,2024-02,2024-Q1,2024,1,7412.58,0.165
21,2024-02-15,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-02-16,2024-02,2024-Q1,2024,1,7412.58,0.165
-21,2024-02-16,0,,,2024-02-16,2024-02,2024-Q1,2024,1,7412.58,0.165
11,2024-02-20,1,McKesson Specialty Care DC,MSH,2024-02-23,2024-02,2024-Q1,2024,1,7412.58,0.165
1,2024-02-20,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-02-23,2024-02,2024-Q1,2024,1,7412.58,0.165
2,2024-02-20,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-02-23,2024-02,2024-Q1,2024,1,7412.58,0.165
9,2024-02-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-02-23,2024-02,2024-Q1,2024,1,7412.58,0.165
16,2024-02-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-02-23,2024-02,2024-Q1,2024,1,7412.58,0.165
16,2024-02-22,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-02-23,2024-02,2024-Q1,2024,1,7412.58,0.165
9,2024-02-22,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-02-23,2024-02,2024-Q1,2024,1,7412.58,0.165
8,2024-02-26,1,McKesson Specialty Care DC,MSH,2024-03-01,2024-02,2024-Q1,2024,1,7412.58,0.165
10,2024-02-26,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-03-01,2024-02,2024-Q1,2024,1,7412.58,0.165
18,2024-02-27,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-03-01,2024-02,2024-Q1,2024,1,7412.58,0.165
8,2024-03-01,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-03-01,2024-03,2024-Q1,2024,1,7412.58,0.173
50,2024-03-01,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-03-01,2024-03,2024-Q1,2024,1,7412.58,0.173
3,2024-03-04,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-03-08,2024-03,2024-Q1,2024,1,7412.58,0.173
2,2024-03-04,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-03-08,2024-03,2024-Q1,2024,1,7412.58,0.173
4,2024-03-04,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-03-08,2024-03,2024-Q1,2024,1,7412.58,0.173
8,2024-03-04,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-03-08,2024-03,2024-Q1,2024,1,7412.58,0.173
19,2024-03-07,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-03-08,2024-03,2024-Q1,2024,1,7412.58,0.173
10,2024-03-07,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-03-08,2024-03,2024-Q1,2024,1,7412.58,0.173
2,2024-03-11,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-03-15,2024-03,2024-Q1,2024,1,7412.58,0.173
4,2024-03-11,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-03-15,2024-03,2024-Q1,2024,1,7412.58,0.173
30,2024-03-11,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-03-15,2024-03,2024-Q1,2024,1,7412.58,0.173
11,2024-03-14,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-03-15,2024-03,2024-Q1,2024,1,7412.58,0.173
10,2024-03-14,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-03-15,2024-03,2024-Q1,2024,1,7412.58,0.173
50,2024-03-14,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-03-15,2024-03,2024-Q1,2024,1,7412.58,0.173
8,2024-03-15,0,,,2024-03-15,2024-03,2024-Q1,2024,1,7412.58,0.173
3,2024-03-18,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-03-22,2024-03,2024-Q1,2024,1,7412.58,0.173
31,2024-03-18,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-03-22,2024-03,2024-Q1,2024,1,7412.58,0.173
25,2024-03-18,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-03-22,2024-03,2024-Q1,2024,1,7412.58,0.173
22,2024-03-21,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-03-22,2024-03,2024-Q1,2024,1,7412.58,0.173
7,2024-03-21,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-03-22,2024-03,2024-Q1,2024,1,7412.58,0.173
3,2024-03-21,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-03-22,2024-03,2024-Q1,2024,1,7412.58,0.173
4,2024-03-25,1,McKesson Specialty Care DC,MSH,2024-03-29,2024-03,2024-Q1,2024,1,7412.58,0.173
4,2024-03-25,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-03-29,2024-03,2024-Q1,2024,1,7412.58,0.173
2,2024-03-25,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-03-29,2024-03,2024-Q1,2024,1,7412.58,0.173
13,2024-03-25,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-03-29,2024-03,2024-Q1,2024,1,7412.58,0.173
17,2024-03-28,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-03-29,2024-03,2024-Q1,2024,1,7412.58,0.173
8,2024-03-28,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-03-29,2024-03,2024-Q1,2024,1,7412.58,0.173
6,2024-03-28,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-03-29,2024-03,2024-Q1,2024,1,7412.58,0.173
6,2024-04-01,1,McKesson Specialty Care DC,MSH,2024-04-05,2024-04,2024-Q2,2024,1,7412.58,0.165
2,2024-04-01,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-04-05,2024-04,2024-Q2,2024,1,7412.58,0.165
17,2024-04-01,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-04-05,2024-04,2024-Q2,2024,1,7412.58,0.165
8,2024-04-01,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-04-05,2024-04,2024-Q2,2024,1,7412.58,0.165
16,2024-04-04,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-04-05,2024-04,2024-Q2,2024,1,7412.58,0.165
12,2024-04-04,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-04-05,2024-04,2024-Q2,2024,1,7412.58,0.165
9,2024-04-04,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-04-05,2024-04,2024-Q2,2024,1,7412.58,0.165
4,2024-04-08,1,McKesson Specialty Care DC,MSH,2024-04-12,2024-04,2024-Q2,2024,1,7412.58,0.165
6,2024-04-08,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-04-12,2024-04,2024-Q2,2024,1,7412.58,0.165
15,2024-04-08,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-04-12,2024-04,2024-Q2,2024,1,7412.58,0.165
8,2024-04-11,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-04-12,2024-04,2024-Q2,2024,1,7412.58,0.165
8,2024-04-11,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-04-12,2024-04,2024-Q2,2024,1,7412.58,0.165
50,2024-04-11,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-04-12,2024-04,2024-Q2,2024,1,7412.58,0.165
10,2024-04-11,0,,,2024-04-12,2024-04,2024-Q2,2024,1,7412.58,0.165
6,2024-04-15,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-04-19,2024-04,2024-Q2,2024,1,7412.58,0.165
5,2024-04-15,1,McKesson Specialty Care DC,MSH,2024-04-19,2024-04,2024-Q2,2024,1,7412.58,0.165
2,2024-04-15,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-04-19,2024-04,2024-Q2,2024,1,7412.58,0.165
10,2024-04-15,0,,,2024-04-19,2024-04,2024-Q2,2024,1,7412.58,0.165
50,2024-04-15,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-04-19,2024-04,2024-Q2,2024,1,7412.58,0.165
8,2024-04-18,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-04-19,2024-04,2024-Q2,2024,1,7412.58,0.165
13,2024-04-18,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-04-19,2024-04,2024-Q2,2024,1,7412.58,0.165
10,2024-04-18,1,McKesson Specialty Care DC,MSH,2024-04-19,2024-04,2024-Q2,2024,1,7412.58,0.165
2,2024-04-22,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-04-26,2024-04,2024-Q2,2024,1,7412.58,0.165
3,2024-04-22,1,McKesson Specialty Care DC,MSH,2024-04-26,2024-04,2024-Q2,2024,1,7412.58,0.165
50,2024-04-22,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-04-26,2024-04,2024-Q2,2024,1,7412.58,0.165
-2,2024-04-23,0,,,2024-04-26,2024-04,2024-Q2,2024,1,7412.58,0.165
6,2024-04-25,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-04-26,2024-04,2024-Q2,2024,1,7412.58,0.165
16,2024-04-25,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-04-26,2024-04,2024-Q2,2024,1,7412.58,0.165
5,2024-04-25,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-04-26,2024-04,2024-Q2,2024,1,7412.58,0.165
4,2024-04-29,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-05-03,2024-04,2024-Q2,2024,1,7412.58,0.165
20,2024-04-29,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-05-03,2024-04,2024-Q2,2024,1,7412.58,0.165
-2,2024-04-30,0,,,2024-05-03,2024-04,2024-Q2,2024,1,7412.58,0.165
-8,2024-04-30,0,,,2024-05-03,2024-04,2024-Q2,2024,1,7412.58,0.165
-1,2024-04-30,0,,,2024-05-03,2024-04,2024-Q2,2024,1,7412.58,0.165
-1,2024-04-30,0,,,2024-05-03,2024-04,2024-Q2,2024,1,7412.58,0.165
-5,2024-04-30,0,,,2024-05-03,2024-04,2024-Q2,2024,1,7412.58,0.165
-9,2024-04-30,0,,,2024-05-03,2024-04,2024-Q2,2024,1,7412.58,0.165
12,2024-05-02,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-05-03,2024-05,2024-Q2,2024,1,7412.58,0.165
20,2024-05-02,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-05-03,2024-05,2024-Q2,2024,1,7412.58,0.165
10,2024-05-02,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-05-03,2024-05,2024-Q2,2024,1,7412.58,0.165
4,2024-05-06,1,McKesson Specialty Care DC,MSH,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
7,2024-05-06,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
14,2024-05-06,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
-15,2024-05-07,0,,,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
-3,2024-05-07,0,,,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
-6,2024-05-08,0,,,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
12,2024-05-09,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
25,2024-05-09,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
3,2024-05-09,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
6,2024-05-09,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-05-10,2024-05,2024-Q2,2024,1,7412.58,0.165
3,2024-05-13,1,McKesson Specialty Care DC,MSH,2024-05-17,2024-05,2024-Q2,2024,1,7412.58,0.165
2,2024-05-13,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-05-17,2024-05,2024-Q2,2024,1,7412.58,0.165
4,2024-05-13,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-05-17,2024-05,2024-Q2,2024,1,7412.58,0.165
50,2024-05-13,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-05-17,2024-05,2024-Q2,2024,1,7412.58,0.165
50,2024-05-16,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-05-17,2024-05,2024-Q2,2024,1,7412.58,0.165
10,2024-05-16,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-05-17,2024-05,2024-Q2,2024,1,7412.58,0.165
12,2024-05-16,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-05-17,2024-05,2024-Q2,2024,1,7412.58,0.165
2,2024-05-20,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-05-24,2024-05,2024-Q2,2024,1,7412.58,0.165
3,2024-05-20,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-05-24,2024-05,2024-Q2,2024,1,7412.58,0.165
4,2024-05-20,1,McKesson Specialty Care DC,MSH,2024-05-24,2024-05,2024-Q2,2024,1,7412.58,0.165
17,2024-05-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-05-24,2024-05,2024-Q2,2024,1,7412.58,0.165
18,2024-05-23,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-05-24,2024-05,2024-Q2,2024,1,7412.58,0.165
11,2024-05-23,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-05-24,2024-05,2024-Q2,2024,1,7412.58,0.165
11,2024-05-28,1,McKesson Specialty Care DC,MSH,2024-05-31,2024-05,2024-Q2,2024,1,7412.58,0.165
50,2024-05-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-05-31,2024-05,2024-Q2,2024,1,7412.58,0.165
31,2024-05-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-05-31,2024-05,2024-Q2,2024,1,7412.58,0.165
4,2024-05-28,1,,,2024-05-31,2024-05,2024-Q2,2024,1,7412.58,0.165
14,2024-05-30,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-05-31,2024-05,2024-Q2,2024,1,7412.58,0.165
11,2024-05-30,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-05-31,2024-05,2024-Q2,2024,1,7412.58,0.165
18,2024-06-03,1,McKesson Specialty Care DC,MSH,2024-06-07,2024-06,2024-Q2,2024,1,7412.58,0.413
8,2024-06-03,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-06-07,2024-06,2024-Q2,2024,1,7412.58,0.413
20,2024-06-03,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-06-07,2024-06,2024-Q2,2024,1,7412.58,0.413
-1,2024-06-05,0,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-06-07,2024-06,2024-Q2,2024,1,7412.58,0.413
11,2024-06-06,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-06-07,2024-06,2024-Q2,2024,1,7412.58,0.413
15,2024-06-06,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-06-07,2024-06,2024-Q2,2024,1,7412.58,0.413
13,2024-06-06,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-06-07,2024-06,2024-Q2,2024,1,7412.58,0.413
50,2024-06-10,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-06-14,2024-06,2024-Q2,2024,1,7412.58,0.413
6,2024-06-11,1,McKesson Specialty Care DC,MSH,2024-06-14,2024-06,2024-Q2,2024,1,7412.58,0.413
2,2024-06-11,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-06-14,2024-06,2024-Q2,2024,1,7412.58,0.413
6,2024-06-13,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-06-14,2024-06,2024-Q2,2024,1,7412.58,0.413
12,2024-06-13,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-06-14,2024-06,2024-Q2,2024,1,7412.58,0.413
2,2024-06-13,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-06-14,2024-06,2024-Q2,2024,1,7412.58,0.413
19,2024-06-17,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-06-21,2024-06,2024-Q2,2024,1,7412.58,0.413
-2,2024-06-19,0,,,2024-06-21,2024-06,2024-Q2,2024,1,7412.58,0.413
3,2024-06-20,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-06-21,2024-06,2024-Q2,2024,1,7412.58,0.413
12,2024-06-20,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-06-21,2024-06,2024-Q2,2024,1,7412.58,0.413
18,2024-06-20,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-06-21,2024-06,2024-Q2,2024,1,7412.58,0.413
7,2024-06-24,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
26,2024-06-24,1,McKesson Specialty Care DC,MSH,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
5,2024-06-24,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
50,2024-06-24,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
6,2024-06-24,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
-1,2024-06-25,0,,,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
-23,2024-06-27,0,,,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
-1,2024-06-27,0,,,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
-4,2024-06-27,0,,,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
-1,2024-06-27,0,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
-5,2024-06-28,0,,,2024-06-28,2024-06,2024-Q2,2024,1,7412.58,0.413
7,2024-07-01,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
8,2024-07-01,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
10,2024-07-02,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
13,2024-07-02,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
21,2024-07-02,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
12,2024-07-02,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
3,2024-07-02,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
4,2024-07-02,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
5,2024-07-02,0,,,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
-5,2024-07-03,0,,,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
-4,2024-07-03,0,,,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
4,2024-07-03,0,,,2024-07-05,2024-07,2024-Q3,2024,1,7634.96,0.17
3,2024-07-08,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2024-07-12,2024-07,2024-Q3,2024,1,7634.96,0.17
16,2024-07-08,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-07-12,2024-07,2024-Q3,2024,1,7634.96,0.17
11,2024-07-11,1,ASD HEALTHCARE-BROOKS              ,ASD,2024-07-12,2024-07,2024-Q3,2024,1,7634.96,0.17
17,2024-07-11,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-07-12,2024-07,2024-Q3,2024,1,7634.96,0.17
1,2024-07-11,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2024-07-12,2024-07,2024-Q3,2024,1,7634.96,0.17
3,2024-07-11,1,ASD HEALTHCARE - MONTCLAIR,ASD,2024-07-12,2024-07,2024-Q3,2024,1,7634.96,0.17
8,2024-07-15,1,McKesson Specialty Care DC,MSH,2024-07-19,2024-07,2024-Q3,2024,1,7634.96,0.17
25,2024-07-15,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-07-19,2024-07,2024-Q3,2024,1,7634.96,0.17
25,2024-07-15,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-07-19,2024-07,2024-Q3,2024,1,7634.96,0.17
25,2024-07-15,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2024-07-19,2024-07,2024-Q3,2024,1,7634.96,0.17
